drug_normalized,diseaseId,diseaseName,mechanism_score,safety_penalty,trial_penalty,phenotype_boost,final_score
midazolam,HP_0002315,Headache,7.826445559952045,1.0,0.0,0,5.4785
midazolam,EFO_0008568,Sleep Disorder,7.815889215444841,1.0,0.0,0,5.4711
midazolam,MONDO_0004992,cancer,7.737897750690614,1.0,0.0,0,5.4165
mln1202,MONDO_0009060,cystic disease of lung,3.9526043303217593,0.0,0.0,0,3.9526
mln1202,MONDO_0100096,COVID-19,2.8048568550438784,0.0,0.0,0,2.8049
mln1202,EFO_0000180,HIV-1 infection,2.5773044386259927,0.0,0.0,0,2.5773
mln1202,EFO_0000685,rheumatoid arthritis,2.529982721267432,0.0,0.0,0,2.53
mln1202,HP_0012531,Pain,2.498224997334896,0.0,0.0,0,2.4982
mln1202,EFO_0000612,myocardial infarction,2.236499892658078,0.0,0.0,0,2.2365
mln1202,EFO_0001645,coronary artery disease,2.099465733535465,0.0,0.0,0,2.0995
mln1202,MONDO_0004992,cancer,2.0409540890399693,0.0,0.0,0,2.041
mln1202,EFO_0000712,stroke,1.9904015137601443,0.0,0.0,0,1.9904
mln1202,EFO_0001060,celiac disease,1.97037244314478,0.0,0.0,0,1.9704
mln1202,EFO_0004329,alcohol drinking,1.9631151700916347,0.0,0.0,0,1.9631
mln1202,EFO_0000616,neoplasm,1.9023176720276591,0.0,0.0,0,1.9023
mln1202,HP_0002014,Diarrhea,1.88399927157864,0.0,0.0,0,1.884
mln1202,MONDO_0005277,migraine disorder,1.859491161032664,0.0,0.0,0,1.8595
mln1202,EFO_0007328,influenza,1.8594006635186715,0.0,0.0,0,1.8594
mln1202,MONDO_0005148,type 2 diabetes mellitus,1.8373328492695744,0.0,0.0,0,1.8373
mln1202,EFO_0008583,acute myocardial infarction,1.8014796592398277,0.0,0.0,0,1.8015
mln1202,MP_0001914,hemorrhage,1.8004456546218153,0.0,0.0,0,1.8004
mln1202,MONDO_0005178,osteoarthritis,1.778601172387413,0.0,0.0,0,1.7786
mln1202,EFO_0000729,ulcerative colitis,1.7544759926653737,0.0,0.0,0,1.7545
mln1202,MONDO_0000831,thrombotic disease,1.74453935289923,0.0,0.0,0,1.7445
mln1202,EFO_0000319,cardiovascular disease,1.7240827622002888,0.0,0.0,0,1.7241
mln1202,HP_0002018,Nausea,1.715699540035712,0.0,0.0,0,1.7157
mln1202,EFO_0004616,"osteoarthritis, knee",1.7063990393037252,0.0,0.0,0,1.7064
mln1202,HP_0004419,Recurrent thrombophlebitis,1.6576976935959404,0.0,0.0,0,1.6577
mln1202,HP_0012532,Chronic pain,1.653990331421101,0.0,0.0,0,1.654
mln1202,HP_0003418,Back pain,1.6456449994630873,0.0,0.0,0,1.6456
mln1202,HP_0002140,Ischemic stroke,1.6207630711832273,0.0,0.0,0,1.6208
mln1202,EFO_0005672,acute coronary syndrome,1.6204253397741806,0.0,0.0,0,1.6204
mln1202,EFO_0010072,toothache,1.6158338062184927,0.0,0.0,0,1.6158
mln1202,EFO_0000764,HIV infection,1.5610046047367323,0.0,0.0,0,1.561
mln1202,HP_0000155,Oral ulcer,1.5583973936072413,0.0,0.0,0,1.5584
mln1202,EFO_0000555,irritable bowel syndrome,1.5560301777016288,0.0,0.0,0,1.556
mln1202,EFO_0004265,peripheral arterial disease,1.5509982085558716,0.0,0.0,0,1.551
mln1202,MONDO_0007254,breast cancer,1.5238647193133297,0.0,0.0,0,1.5239
mln1202,EFO_0003914,atherosclerosis,1.5139557538986987,0.0,0.0,0,1.514
mln1202,EFO_0001073,obesity,1.5008347209464603,0.0,0.0,0,1.5008
mln1202,MONDO_0008315,prostate cancer,1.4924096635710962,0.0,0.0,0,1.4924
mln1202,EFO_0000341,chronic obstructive pulmonary disease,1.4730961405923089,0.0,0.0,0,1.4731
mln1202,EFO_0005762,neuropathic pain,1.436437165203722,0.0,0.0,0,1.4364
mln1202,EFO_0004253,nephrolithiasis,1.4307344798926596,0.0,0.0,0,1.4307
mln1202,MONDO_0005301,multiple sclerosis,1.3924158650970462,0.0,0.0,0,1.3924
mln1202,HP_0003419,Low back pain,1.3741466644144025,0.0,0.0,0,1.3741
mln1202,EFO_0000275,atrial fibrillation,1.3537839511242606,0.0,0.0,0,1.3538
mln1202,EFO_0000546,injury,1.3489219630617608,0.0,0.0,0,1.3489
mln1202,EFO_0003060,non-small cell lung carcinoma,1.3459128072650774,0.0,0.0,0,1.3459
mln1202,HP_0001643,Patent ductus arteriosus,1.327640076782589,0.0,0.0,0,1.3276
mln1202,EFO_1000786,"osteoarthritis, hip",1.3017988940666665,0.0,0.0,0,1.3018
mln1202,EFO_0003918,obstructive sleep apnea,1.296813420703325,0.0,0.0,0,1.2968
mln1202,EFO_0000544,infection,1.2789244581891317,0.0,0.0,0,1.2789
montelukast sodium,MONDO_0004979,asthma,3.988642863859339,1.0,0.0,0,2.7921
montelukast sodium,EFO_0005854,allergic rhinitis,3.90366354999091,1.0,0.0,0,2.7326
montelukast sodium,EFO_0003956,seasonal allergic rhinitis,3.843928732175375,1.0,0.0,0,2.6908
montelukast sodium,HP_0006536,Airway obstruction,3.486499369549252,1.0,0.0,0,2.4405
montelukast sodium,EFO_1001417,"Rhinitis, Allergic, Perennial",3.4212056040308068,1.0,0.0,0,2.3948
montelukast sodium,EFO_0005772,neurodegenerative disease,2.9580818756543463,1.0,0.0,0,2.0707
montelukast sodium,EFO_0001378,multiple myeloma,2.835099432314964,1.0,0.0,0,1.9846
montelukast sodium,EFO_0000341,chronic obstructive pulmonary disease,2.8177670002878585,1.0,0.0,0,1.9724
montelukast sodium,MONDO_0005301,multiple sclerosis,2.802104658802175,1.0,0.0,0,1.9615
montelukast sodium,MONDO_0100096,COVID-19,2.716904693891192,1.0,0.0,0,1.9018
montelukast sodium,EFO_0000685,rheumatoid arthritis,2.5111067449056126,1.0,0.0,0,1.7578
montelukast sodium,MONDO_0004975,Alzheimer disease,2.3987557614204347,1.0,0.0,0,1.6791
montelukast sodium,EFO_0000401,diabetic nephropathy,2.279339804933725,1.0,0.0,0,1.5955
montelukast sodium,MONDO_0005180,Parkinson disease,2.2560132827410726,1.0,0.0,0,1.5792
montelukast sodium,HP_0012531,Pain,2.214068220850706,1.0,0.0,0,1.5498
montelukast sodium,HP_0011950,Bronchiolitis,2.1856411736788184,1.0,0.0,0,1.5299
montelukast sodium,EFO_0003894,acne,2.1173894297161433,1.0,0.0,0,1.4822
montelukast sodium,EFO_0003918,obstructive sleep apnea,2.108775127066618,1.0,0.0,0,1.4761
montelukast sodium,MONDO_0007254,breast cancer,2.063358244860647,1.0,0.0,0,1.4444
montelukast sodium,MONDO_0002561,lysosomal storage disease,2.050994234630195,1.0,0.0,0,1.4357
montelukast sodium,EFO_0000694,severe acute respiratory syndrome,2.0345392130577102,1.0,0.0,0,1.4242
montelukast sodium,EFO_0004232,eosinophilic esophagitis,1.9885612835067057,1.0,0.0,0,1.392
montelukast sodium,EFO_0007486,sinusitis,1.9215046885527272,1.0,0.0,0,1.3451
montelukast sodium,MONDO_0008315,prostate cancer,1.8443429280854315,1.0,0.0,0,1.291
montelukast sodium,EFO_0000616,neoplasm,1.8363227837688556,1.0,0.0,0,1.2854
montelukast sodium,EFO_0000612,myocardial infarction,1.7169390434702314,1.0,0.0,0,1.2019
montelukast sodium,EFO_0003144,heart failure,1.7019819254411073,1.0,0.0,0,1.1914
montelukast sodium,EFO_0003086,kidney disease,1.6887452327406154,1.0,0.0,0,1.1821
montelukast sodium,EFO_0000275,atrial fibrillation,1.6856910490746937,1.0,0.0,0,1.18
montelukast sodium,EFO_0003060,non-small cell lung carcinoma,1.6508123742537522,1.0,0.0,0,1.1556
montelukast sodium,HP_0030828,Wheezing,1.6481584049526068,1.0,0.0,0,1.1537
montelukast sodium,EFO_0004194,IGA glomerulonephritis,1.643646319989182,1.0,0.0,0,1.1506
montelukast sodium,EFO_0003884,chronic kidney disease,1.5617292697456873,1.0,0.0,0,1.0932
montelukast sodium,MONDO_0004992,cancer,1.554324986847149,1.0,0.0,0,1.088
montelukast sodium,MONDO_0008170,ovarian cancer,1.540561228169896,1.0,0.0,0,1.0784
montelukast sodium,EFO_0000676,psoriasis,1.485473428748475,1.0,0.0,0,1.0398
montelukast sodium,EFO_0000319,cardiovascular disease,1.4811341542095238,1.0,0.0,0,1.0368
montelukast sodium,MONDO_0005271,allergic disease,1.4226672487742336,1.0,0.0,0,0.9959
montelukast sodium,HP_0100806,Sepsis,1.4142281138973076,1.0,0.0,0,0.99
montelukast sodium,MONDO_0004976,amyotrophic lateral sclerosis,1.3863595761907148,1.0,0.0,0,0.9705
montelukast sodium,EFO_0004220,chronic hepatitis C virus infection,1.3818873365041773,1.0,0.0,0,0.9673
montelukast sodium,EFO_0000508,genetic disorder,1.3486010447145318,1.0,0.0,0,0.944
montelukast sodium,EFO_0003893,ovarian neoplasm,1.347473189647849,1.0,0.0,0,0.9432
montelukast sodium,EFO_0006834,septic shock,1.336310102482496,1.0,0.0,0,0.9354
montelukast sodium,MONDO_0012703,lissencephaly due to TUBA1A mutation,1.31364144494075,1.0,0.0,0,0.9195
montelukast sodium,Orphanet_300573,Polymicrogyria due to TUBB2B mutation,1.312919255867715,1.0,0.0,0,0.919
montelukast sodium,EFO_0001645,coronary artery disease,1.3098364751150269,1.0,0.0,0,0.9169
montelukast sodium,MONDO_0012399,complex cortical dysplasia with other brain malformations 7,1.297733536121243,1.0,0.0,0,0.9084
montelukast sodium,EFO_0000565,leukemia,1.2884672760732805,1.0,0.0,0,0.9019
montelukast sodium,MONDO_0014421,glucocorticoid resistance,1.2868789558114788,1.0,0.0,0,0.9008
mycophenolate mofetil,MONDO_0019200,retinitis pigmentosa,9.743822880188487,1.0,0.0,0,6.8207
mycophenolate mofetil,MONDO_0018998,Leber congenital amaurosis,8.611756382606888,1.0,0.0,0,6.0282
mycophenolate mofetil,EFO_0000616,neoplasm,8.210619271341015,1.0,0.0,0,5.7474
mycophenolate mofetil,EFO_0004220,chronic hepatitis C virus infection,7.824095106446953,1.0,0.0,0,5.4769
mycophenolate mofetil,EFO_0001422,cirrhosis of liver,7.736025065006619,1.0,0.0,0,5.4152
mycophenolate mofetil,EFO_0000574,lymphoma,7.482028207203293,1.0,0.0,0,5.2374
mycophenolate mofetil,EFO_0000565,leukemia,7.194702315715043,1.0,0.0,0,5.0363
mycophenolate mofetil,EFO_0000183,Hodgkins lymphoma,7.015458649781956,1.0,0.0,0,4.9108
mycophenolate mofetil,EFO_0000763,viral disease,6.995044246489466,1.0,0.0,0,4.8965
mycophenolate mofetil,EFO_0001378,multiple myeloma,6.8193232298783855,1.0,0.0,0,4.7735
mycophenolate mofetil,EFO_0000403,diffuse large B-cell lymphoma,6.612411530999507,1.0,0.0,0,4.6287
mycophenolate mofetil,MONDO_0005301,multiple sclerosis,6.608971186333205,1.0,0.0,0,4.6263
mycophenolate mofetil,EFO_0005952,non-Hodgkins lymphoma,6.436154934822608,1.0,0.0,0,4.5053
mycophenolate mofetil,MONDO_0004992,cancer,6.300846698602507,1.0,0.0,0,4.4106
mycophenolate mofetil,EFO_0000220,acute lymphoblastic leukemia,6.209249025025686,1.0,0.0,0,4.3465
mycophenolate mofetil,EFO_0006890,fibrosis,6.119512610803119,1.0,0.0,0,4.2837
mycophenolate mofetil,EFO_0004255,nephrotic syndrome,6.080823293795623,1.0,0.0,0,4.2566
mycophenolate mofetil,EFO_0000544,infection,6.046336109530092,1.0,0.0,0,4.2324
mycophenolate mofetil,EFO_0000222,acute myeloid leukemia,6.023566883056079,1.0,0.0,0,4.2165
mycophenolate mofetil,MONDO_0004976,amyotrophic lateral sclerosis,5.96752441644211,1.0,0.0,0,4.1773
mycophenolate mofetil,MONDO_0008379,retinitis pigmentosa 10,5.951885630732752,1.0,0.0,0,4.1663
mycophenolate mofetil,EFO_0007160,autoimmune thrombocytopenic purpura,5.916521574077368,1.0,0.0,0,4.1416
mycophenolate mofetil,EFO_0005772,neurodegenerative disease,5.899251094332402,1.0,0.0,0,4.1295
mycophenolate mofetil,MONDO_0013454,Leber congenital amaurosis 11,5.892482558083803,1.0,0.0,0,4.1247
mycophenolate mofetil,EFO_0003047,hepatitis C virus infection,5.790257815681435,1.0,0.0,0,4.0532
mycophenolate mofetil,EFO_0000198,myelodysplastic syndrome,5.714498819349205,1.0,0.0,0,4.0001
mycophenolate mofetil,MONDO_0007915,systemic lupus erythematosus,5.6779887114338665,1.0,0.0,0,3.9746
mycophenolate mofetil,EFO_0005761,lupus nephritis,5.596544479141036,1.0,0.0,0,3.9176
mycophenolate mofetil,HP_0001332,Dystonia,5.588169051533912,1.0,0.0,0,3.9117
mycophenolate mofetil,EFO_1001231,uveitis,5.571108091566431,1.0,0.0,0,3.8998
mycophenolate mofetil,EFO_0004599,acute graft vs. host disease,5.555429834341028,1.0,0.0,0,3.8888
mycophenolate mofetil,EFO_1001469,Mantle cell lymphoma,5.4662593133658115,1.0,0.0,0,3.8264
mycophenolate mofetil,MONDO_0013730,graft versus host disease,5.429814060575778,1.0,0.0,0,3.8009
mycophenolate mofetil,EFO_0003060,non-small cell lung carcinoma,5.427725143849036,1.0,0.0,0,3.7994
mycophenolate mofetil,EFO_0000508,genetic disorder,5.425028938965478,1.0,0.0,0,3.7975
mycophenolate mofetil,MONDO_0008315,prostate cancer,5.41737196733337,1.0,0.0,0,3.7922
mycophenolate mofetil,HP_0000556,Retinal dystrophy,5.395150822567877,1.0,0.0,0,3.7766
mycophenolate mofetil,MONDO_0100096,COVID-19,5.38368562881583,1.0,0.0,0,3.7686
mycophenolate mofetil,MONDO_0007254,breast cancer,5.381276219909969,1.0,0.0,0,3.7669
mycophenolate mofetil,EFO_0003833,brain neoplasm,5.275085302721218,1.0,0.0,0,3.6926
mycophenolate mofetil,MONDO_0005147,type 1 diabetes mellitus,5.261439973259123,1.0,0.0,0,3.683
mycophenolate mofetil,MONDO_0012703,lissencephaly due to TUBA1A mutation,5.254565779762999,1.0,0.0,0,3.6782
mycophenolate mofetil,Orphanet_300573,Polymicrogyria due to TUBB2B mutation,5.25167702347086,1.0,0.0,0,3.6762
mycophenolate mofetil,EFO_0004719,pemphigus vulgaris,5.219310127283923,1.0,0.0,0,3.6535
mycophenolate mofetil,EFO_0004274,gout,5.215925536642896,1.0,0.0,0,3.6511
mycophenolate mofetil,MONDO_0012399,complex cortical dysplasia with other brain malformations 7,5.190934144484972,1.0,0.0,0,3.6337
mycophenolate mofetil,EFO_1000158,Central Nervous System Neoplasm,5.184465566365744,1.0,0.0,0,3.6291
mycophenolate mofetil,EFO_0000685,rheumatoid arthritis,5.169127197101171,1.0,0.0,0,3.6184
mycophenolate mofetil,EFO_1001935,adult B acute lymphoblastic leukemia,5.151545989212893,1.0,0.0,0,3.6061
mycophenolate mofetil,EFO_0000540,immune system disease,5.1304685906197705,1.0,0.0,0,3.5913
nexlizet,EFO_0004911,familial hypercholesterolemia,2.4094996729070544,0.0,0.0,0,2.4095
nexlizet,EFO_0003914,atherosclerosis,2.308350512913208,0.0,0.0,0,2.3084
nexlizet,HP_0003124,Hypercholesterolemia,2.250676658103041,0.0,0.0,0,2.2507
nexlizet,EFO_0000319,cardiovascular disease,2.174478223400569,0.0,0.0,0,2.1745
nexlizet,EFO_0001645,coronary artery disease,1.952310150860574,0.0,0.0,0,1.9523
nexlizet,HP_0003119,Abnormal circulating lipid concentration,1.765884005306365,0.0,0.0,0,1.7659
nexlizet,EFO_0000616,neoplasm,1.6906198428356882,0.0,0.0,0,1.6906
nexlizet,MONDO_0004992,cancer,1.5779764748189296,0.0,0.0,0,1.578
nexlizet,MONDO_0007254,breast cancer,1.4718215314063527,0.0,0.0,0,1.4718
nexlizet,MONDO_0042490,"neutropenia, severe congenital, 1, autosomal dominant",1.444406828106269,0.0,0.0,0,1.4444
nexlizet,EFO_0003060,non-small cell lung carcinoma,1.4273586638710003,0.0,0.0,0,1.4274
nexlizet,MONDO_0008315,prostate cancer,1.391854196977534,0.0,0.0,0,1.3919
nexlizet,MONDO_0004976,amyotrophic lateral sclerosis,1.3489800099620737,0.0,0.0,0,1.349
nexlizet,MONDO_0021187,hyperlipidemia,1.3261788879850798,0.0,0.0,0,1.3262
nexlizet,MONDO_0008090,cyclic hematopoiesis,1.320513540780356,0.0,0.0,0,1.3205
nexlizet,Orphanet_2686,Cyclic neutropenia,1.3185250143717266,0.0,0.0,0,1.3185
nexlizet,MONDO_0012703,lissencephaly due to TUBA1A mutation,1.31364144494075,0.0,0.0,0,1.3136
nexlizet,Orphanet_300573,Polymicrogyria due to TUBB2B mutation,1.312919255867715,0.0,0.0,0,1.3129
nexlizet,MONDO_0012399,complex cortical dysplasia with other brain malformations 7,1.297733536121243,0.0,0.0,0,1.2977
nexlizet,MONDO_0010912,"fibrosis of extraocular muscles, congenital, 3A, with or without extraocular involvement",1.2786414434034508,0.0,0.0,0,1.2786
nexlizet,EFO_0003869,breast neoplasm,1.2785871195246965,0.0,0.0,0,1.2786
nexlizet,Orphanet_183506,Genetic central nervous system malformation,1.2763070556018696,0.0,0.0,0,1.2763
nexlizet,MONDO_0008170,ovarian cancer,1.2486910281189842,0.0,0.0,0,1.2487
nexlizet,EFO_1001985,congenital fibrosis of the extraocular muscles,1.2462325847941036,0.0,0.0,0,1.2462
nexlizet,MONDO_0015372,autosomal dominant macrothrombocytopenia,1.244239704511393,0.0,0.0,0,1.2442
nexlizet,MONDO_0100153,tubulinopathy,1.241911280655119,0.0,0.0,0,1.2419
nexlizet,MONDO_0012905,hypomyelinating leukodystrophy 6,1.2303472963501092,0.0,0.0,0,1.2303
nexlizet,EFO_0000574,lymphoma,1.2249152658689484,0.0,0.0,0,1.2249
nexlizet,EFO_0000305,breast carcinoma,1.2240571698463765,0.0,0.0,0,1.2241
nexlizet,MONDO_0019200,retinitis pigmentosa,1.2179778600235611,0.0,0.0,0,1.218
nexlizet,Orphanet_404469,Female infertility due to fertilization defect,1.2136046598229504,0.0,0.0,0,1.2136
nexlizet,Orphanet_300570,Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation,1.213336275379104,0.0,0.0,0,1.2133
nexlizet,Orphanet_139441,Hypomyelination with atrophy of basal ganglia and cerebellum,1.2090169792908507,0.0,0.0,0,1.209
nexlizet,MONDO_0014337,complex cortical dysplasia with other brain malformations 5,1.200098212718321,0.0,0.0,0,1.2001
nexlizet,MONDO_0020738,multiple benign circumferential skin creases on limbs 1,1.200066497163491,0.0,0.0,0,1.2001
nexlizet,EFO_0000403,diffuse large B-cell lymphoma,1.197661631649812,0.0,0.0,0,1.1977
nexlizet,EFO_0001378,multiple myeloma,1.1887156580687472,0.0,0.0,0,1.1887
nexlizet,MONDO_0013541,complex cortical dysplasia with other brain malformations 1,1.1875585571904996,0.0,0.0,0,1.1876
nexlizet,MONDO_0008903,lung cancer,1.186688823733311,0.0,0.0,0,1.1867
nexlizet,Orphanet_98805,"Primary dystonia, DYT4 type",1.1805625585435782,0.0,0.0,0,1.1806
nexlizet,EFO_0004274,gout,1.1746332065396383,0.0,0.0,0,1.1746
nexlizet,MONDO_0002974,cervical cancer,1.1630498485968817,0.0,0.0,0,1.163
nexlizet,EFO_0000756,melanoma,1.156784982836449,0.0,0.0,0,1.1568
nexlizet,EFO_0000220,acute lymphoblastic leukemia,1.1542723382939477,0.0,0.0,0,1.1543
nexlizet,EFO_0000183,Hodgkins lymphoma,1.1498448496645723,0.0,0.0,0,1.1498
nexlizet,MONDO_0007493,torsion dystonia 4,1.1464047185131627,0.0,0.0,0,1.1464
nexlizet,MONDO_0018088,familial Mediterranean fever,1.1290054240048233,0.0,0.0,0,1.129
nexlizet,MONDO_0018998,Leber congenital amaurosis,1.105326947068426,0.0,0.0,0,1.1053
nexlizet,MONDO_0011136,Quebec platelet disorder,1.1034736948883288,0.0,0.0,0,1.1035
nexlizet,MONDO_0001475,neutropenia,1.0993475519975822,0.0,0.0,0,1.0993
niacin/laropiprant,EFO_0001361,pulmonary arterial hypertension,1.4267158488993,0.0,0.0,0,1.4267
niacin/laropiprant,MONDO_0005149,pulmonary hypertension,1.297016008518515,0.0,0.0,0,1.297
niacin/laropiprant,HP_0004419,Recurrent thrombophlebitis,1.2388497524505553,0.0,0.0,0,1.2388
niacin/laropiprant,EFO_0000537,hypertension,1.2186729440315014,0.0,0.0,0,1.2187
niacin/laropiprant,EFO_0005772,neurodegenerative disease,1.099118956491301,0.0,0.0,0,1.0991
niacin/laropiprant,EFO_0000319,cardiovascular disease,0.995809637356361,0.0,0.0,0,0.9958
niacin/laropiprant,MONDO_0019200,retinitis pigmentosa,0.9819599048130446,0.0,0.0,0,0.982
niacin/laropiprant,HP_0012531,Pain,0.9632109836038012,0.0,0.0,0,0.9632
niacin/laropiprant,EFO_0006834,septic shock,0.9263315532025312,0.0,0.0,0,0.9263
niacin/laropiprant,MONDO_0005148,type 2 diabetes mellitus,0.915401713405238,0.0,0.0,0,0.9154
niacin/laropiprant,EFO_0001645,coronary artery disease,0.9104508176854456,0.0,0.0,0,0.9105
niacin/laropiprant,MONDO_0004979,asthma,0.9093472174137404,0.0,0.0,0,0.9093
niacin/laropiprant,MONDO_0018852,achromatopsia,0.9026471886104168,0.0,0.0,0,0.9026
niacin/laropiprant,EFO_0000341,chronic obstructive pulmonary disease,0.8934655838378379,0.0,0.0,0,0.8935
niacin/laropiprant,EFO_0000712,stroke,0.8810885124266817,0.0,0.0,0,0.8811
niacin/laropiprant,Orphanet_1872,Cone rod dystrophy,0.841444054325368,0.0,0.0,0,0.8414
niacin/laropiprant,EFO_0000729,ulcerative colitis,0.8318939901709135,0.0,0.0,0,0.8319
niacin/laropiprant,EFO_0003913,angina pectoris,0.8155924390467653,0.0,0.0,0,0.8156
niacin/laropiprant,MONDO_0017147,idiopathic pulmonary arterial hypertension,0.8149267197558608,0.0,0.0,0,0.8149
niacin/laropiprant,MONDO_0013822,acrodysostosis 2 with or without hormone resistance,0.8090891705934107,0.0,0.0,0,0.8091
niacin/laropiprant,EFO_0000612,myocardial infarction,0.7930589800926311,0.0,0.0,0,0.7931
niacin/laropiprant,EFO_0000676,psoriasis,0.7852100164938053,0.0,0.0,0,0.7852
niacin/laropiprant,HP_0003124,Hypercholesterolemia,0.7834245215494735,0.0,0.0,0,0.7834
niacin/laropiprant,MONDO_0044637,infantile-onset generalized dyskinesia with orofacial involvement,0.7640826689368406,0.0,0.0,0,0.7641
niacin/laropiprant,MONDO_0005277,migraine disorder,0.7621562204607338,0.0,0.0,0,0.7622
niacin/laropiprant,Orphanet_1276,Brachydactyly - arterial hypertension,0.7505287748518205,0.0,0.0,0,0.7505
niacin/laropiprant,EFO_0003144,heart failure,0.7411588815184639,0.0,0.0,0,0.7412
niacin/laropiprant,EFO_0000274,atopic eczema,0.7274884393114894,0.0,0.0,0,0.7275
niacin/laropiprant,MONDO_0005041,glaucoma,0.7228151351671169,0.0,0.0,0,0.7228
niacin/laropiprant,Orphanet_309005,Disorder of lipid metabolism,0.7199464230007054,0.0,0.0,0,0.7199
niacin/laropiprant,MONDO_0016293,congenital stationary night blindness,0.7188774683758049,0.0,0.0,0,0.7189
niacin/laropiprant,MONDO_0013437,retinitis pigmentosa 43,0.708365586668396,0.0,0.0,0,0.7084
niacin/laropiprant,MONDO_0021187,hyperlipidemia,0.7076907866373647,0.0,0.0,0,0.7077
niacin/laropiprant,Orphanet_79211,Combined hyperlipidemia,0.7076907866373647,0.0,0.0,0,0.7077
niacin/laropiprant,HP_0006536,Airway obstruction,0.7062468375000145,0.0,0.0,0,0.7062
niacin/laropiprant,MONDO_0014835,"striatal degeneration, autosomal dominant 2",0.7036066594638714,0.0,0.0,0,0.7036
niacin/laropiprant,MONDO_0007211,brachydactyly-arterial hypertension syndrome,0.7015940057356027,0.0,0.0,0,0.7016
niacin/laropiprant,EFO_0000768,idiopathic pulmonary fibrosis,0.6984274661045389,0.0,0.0,0,0.6984
niacin/laropiprant,HP_0100806,Sepsis,0.697738531530229,0.0,0.0,0,0.6977
niacin/laropiprant,MONDO_0001134,essential hypertension,0.6939627335325943,0.0,0.0,0,0.694
niacin/laropiprant,MONDO_0030900,intellectual developmental disorder with paroxysmal dyskinesia or seizures,0.6873341917315976,0.0,0.0,0,0.6873
niacin/laropiprant,EFO_0004190,open-angle glaucoma,0.6841364382762871,0.0,0.0,0,0.6841
niacin/laropiprant,HP_0000556,Retinal dystrophy,0.677539696365846,0.0,0.0,0,0.6775
niacin/laropiprant,Orphanet_2754,Joubert syndrome with orofaciodigital defect,0.6755720630837286,0.0,0.0,0,0.6756
niacin/laropiprant,EFO_0000373,congestive heart failure,0.6745338844174854,0.0,0.0,0,0.6745
niacin/laropiprant,EFO_1001145,Raynaud disease,0.6656602107025804,0.0,0.0,0,0.6657
niacin/laropiprant,EFO_0000275,atrial fibrillation,0.6637141414845589,0.0,0.0,0,0.6637
niacin/laropiprant,EFO_0003778,psoriatic arthritis,0.6630287384547967,0.0,0.0,0,0.663
niacin/laropiprant,MONDO_0019797,acrodysostosis,0.6522958213395667,0.0,0.0,0,0.6523
niacin/laropiprant,EFO_0003956,seasonal allergic rhinitis,0.6513267909665891,0.0,0.0,0,0.6513
niacin/laropiprant combination,EFO_0001361,pulmonary arterial hypertension,1.4267158488993,0.0,0.0,0,1.4267
niacin/laropiprant combination,MONDO_0005149,pulmonary hypertension,1.297016008518515,0.0,0.0,0,1.297
niacin/laropiprant combination,HP_0004419,Recurrent thrombophlebitis,1.2388497524505553,0.0,0.0,0,1.2388
niacin/laropiprant combination,EFO_0000537,hypertension,1.2186729440315014,0.0,0.0,0,1.2187
niacin/laropiprant combination,EFO_0005772,neurodegenerative disease,1.099118956491301,0.0,0.0,0,1.0991
niacin/laropiprant combination,EFO_0000319,cardiovascular disease,0.995809637356361,0.0,0.0,0,0.9958
niacin/laropiprant combination,MONDO_0019200,retinitis pigmentosa,0.9819599048130446,0.0,0.0,0,0.982
niacin/laropiprant combination,HP_0012531,Pain,0.9632109836038012,0.0,0.0,0,0.9632
niacin/laropiprant combination,EFO_0006834,septic shock,0.9263315532025312,0.0,0.0,0,0.9263
niacin/laropiprant combination,MONDO_0005148,type 2 diabetes mellitus,0.915401713405238,0.0,0.0,0,0.9154
niacin/laropiprant combination,EFO_0001645,coronary artery disease,0.9104508176854456,0.0,0.0,0,0.9105
niacin/laropiprant combination,MONDO_0004979,asthma,0.9093472174137404,0.0,0.0,0,0.9093
niacin/laropiprant combination,MONDO_0018852,achromatopsia,0.9026471886104168,0.0,0.0,0,0.9026
niacin/laropiprant combination,EFO_0000341,chronic obstructive pulmonary disease,0.8934655838378379,0.0,0.0,0,0.8935
niacin/laropiprant combination,EFO_0000712,stroke,0.8810885124266817,0.0,0.0,0,0.8811
niacin/laropiprant combination,Orphanet_1872,Cone rod dystrophy,0.841444054325368,0.0,0.0,0,0.8414
niacin/laropiprant combination,EFO_0000729,ulcerative colitis,0.8318939901709135,0.0,0.0,0,0.8319
niacin/laropiprant combination,EFO_0003913,angina pectoris,0.8155924390467653,0.0,0.0,0,0.8156
niacin/laropiprant combination,MONDO_0017147,idiopathic pulmonary arterial hypertension,0.8149267197558608,0.0,0.0,0,0.8149
niacin/laropiprant combination,MONDO_0013822,acrodysostosis 2 with or without hormone resistance,0.8090891705934107,0.0,0.0,0,0.8091
niacin/laropiprant combination,EFO_0000612,myocardial infarction,0.7930589800926311,0.0,0.0,0,0.7931
niacin/laropiprant combination,EFO_0000676,psoriasis,0.7852100164938053,0.0,0.0,0,0.7852
niacin/laropiprant combination,HP_0003124,Hypercholesterolemia,0.7834245215494735,0.0,0.0,0,0.7834
niacin/laropiprant combination,MONDO_0044637,infantile-onset generalized dyskinesia with orofacial involvement,0.7640826689368406,0.0,0.0,0,0.7641
