ensembl_gene_id,reactome_stid,reactome_name
ENSG00000224156,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000232421,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000196230,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000235067,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000183311,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000232575,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000123416,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000167553,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000152086,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000137267,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000137285,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000176014,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000188229,R-HSA-9609690,HCMV Early Events
ENSG00000101162,R-HSA-9609690,HCMV Early Events
ENSG00000198033,R-HSA-9609690,HCMV Early Events
ENSG00000127824,R-HSA-9609690,HCMV Early Events
ENSG00000258947,R-HSA-9609690,HCMV Early Events
ENSG00000167552,R-HSA-9609690,HCMV Early Events
ENSG00000104833,R-HSA-9609690,HCMV Early Events
ENSG00000261456,R-HSA-9609690,HCMV Early Events
ENSG00000227739,R-HSA-9609690,HCMV Early Events
ENSG00000229684,R-HSA-9609690,HCMV Early Events
ENSG00000224156,R-HSA-9609690,HCMV Early Events
ENSG00000232421,R-HSA-9609690,HCMV Early Events
ENSG00000196230,R-HSA-9609690,HCMV Early Events
ENSG00000235067,R-HSA-9609690,HCMV Early Events
ENSG00000183311,R-HSA-9609690,HCMV Early Events
ENSG00000232575,R-HSA-9609690,HCMV Early Events
ENSG00000123416,R-HSA-9609690,HCMV Early Events
ENSG00000167553,R-HSA-9609690,HCMV Early Events
ENSG00000152086,R-HSA-9609690,HCMV Early Events
ENSG00000137267,R-HSA-9609690,HCMV Early Events
ENSG00000137285,R-HSA-9609690,HCMV Early Events
ENSG00000176014,R-HSA-9609690,HCMV Early Events
ENSG00000188229,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000101162,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000198033,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000127824,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000258947,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000167552,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000104833,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000261456,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000227739,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000229684,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000224156,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000232421,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000196230,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000235067,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000183311,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000232575,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000123416,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000167553,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000152086,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000137267,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000137285,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000176014,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000188229,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000101162,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000198033,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000127824,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000258947,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000167552,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000104833,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000261456,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000227739,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000229684,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000224156,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000232421,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000196230,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000235067,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000183311,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000232575,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000123416,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000167553,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000152086,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000137267,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000137285,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000176014,R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000188229,R-HSA-9646399,Aggrephagy
ENSG00000101162,R-HSA-9646399,Aggrephagy
ENSG00000198033,R-HSA-9646399,Aggrephagy
ENSG00000127824,R-HSA-9646399,Aggrephagy
ENSG00000258947,R-HSA-9646399,Aggrephagy
ENSG00000167552,R-HSA-9646399,Aggrephagy
ENSG00000104833,R-HSA-9646399,Aggrephagy
ENSG00000261456,R-HSA-9646399,Aggrephagy
ENSG00000227739,R-HSA-9646399,Aggrephagy
ENSG00000229684,R-HSA-9646399,Aggrephagy
ENSG00000224156,R-HSA-9646399,Aggrephagy
ENSG00000232421,R-HSA-9646399,Aggrephagy
ENSG00000196230,R-HSA-9646399,Aggrephagy
ENSG00000235067,R-HSA-9646399,Aggrephagy
ENSG00000183311,R-HSA-9646399,Aggrephagy
ENSG00000232575,R-HSA-9646399,Aggrephagy
ENSG00000123416,R-HSA-9646399,Aggrephagy
ENSG00000167553,R-HSA-9646399,Aggrephagy
ENSG00000152086,R-HSA-9646399,Aggrephagy
ENSG00000137267,R-HSA-9646399,Aggrephagy
ENSG00000137285,R-HSA-9646399,Aggrephagy
ENSG00000176014,R-HSA-9646399,Aggrephagy
ENSG00000188229,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000101162,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000198033,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000127824,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000258947,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000167552,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000104833,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000261456,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000227739,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000229684,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000224156,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000232421,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000196230,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000235067,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000183311,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000232575,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000123416,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000167553,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000152086,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000137267,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000137285,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000176014,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000188229,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000101162,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000198033,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000127824,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000258947,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000167552,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000104833,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000261456,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000227739,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000229684,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000224156,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000232421,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000196230,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000235067,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000183311,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000232575,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000123416,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000167553,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000152086,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000137267,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000137285,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000176014,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000188229,R-HSA-983189,Kinesins
ENSG00000101162,R-HSA-983189,Kinesins
ENSG00000198033,R-HSA-983189,Kinesins
ENSG00000127824,R-HSA-983189,Kinesins
ENSG00000258947,R-HSA-983189,Kinesins
ENSG00000167552,R-HSA-983189,Kinesins
ENSG00000104833,R-HSA-983189,Kinesins
ENSG00000261456,R-HSA-983189,Kinesins
ENSG00000227739,R-HSA-983189,Kinesins
ENSG00000229684,R-HSA-983189,Kinesins
ENSG00000224156,R-HSA-983189,Kinesins
ENSG00000232421,R-HSA-983189,Kinesins
ENSG00000196230,R-HSA-983189,Kinesins
ENSG00000235067,R-HSA-983189,Kinesins
ENSG00000183311,R-HSA-983189,Kinesins
ENSG00000232575,R-HSA-983189,Kinesins
ENSG00000123416,R-HSA-983189,Kinesins
ENSG00000167553,R-HSA-983189,Kinesins
ENSG00000152086,R-HSA-983189,Kinesins
ENSG00000137267,R-HSA-983189,Kinesins
ENSG00000137285,R-HSA-983189,Kinesins
ENSG00000176014,R-HSA-983189,Kinesins
ENSG00000188229,R-HSA-9833482,PKR-mediated signaling
ENSG00000101162,R-HSA-9833482,PKR-mediated signaling
ENSG00000198033,R-HSA-9833482,PKR-mediated signaling
ENSG00000127824,R-HSA-9833482,PKR-mediated signaling
ENSG00000258947,R-HSA-9833482,PKR-mediated signaling
ENSG00000167552,R-HSA-9833482,PKR-mediated signaling
ENSG00000104833,R-HSA-9833482,PKR-mediated signaling
ENSG00000261456,R-HSA-9833482,PKR-mediated signaling
ENSG00000227739,R-HSA-9833482,PKR-mediated signaling
ENSG00000229684,R-HSA-9833482,PKR-mediated signaling
ENSG00000224156,R-HSA-9833482,PKR-mediated signaling
ENSG00000232421,R-HSA-9833482,PKR-mediated signaling
ENSG00000196230,R-HSA-9833482,PKR-mediated signaling
ENSG00000235067,R-HSA-9833482,PKR-mediated signaling
ENSG00000183311,R-HSA-9833482,PKR-mediated signaling
ENSG00000232575,R-HSA-9833482,PKR-mediated signaling
ENSG00000123416,R-HSA-9833482,PKR-mediated signaling
ENSG00000167553,R-HSA-9833482,PKR-mediated signaling
ENSG00000152086,R-HSA-9833482,PKR-mediated signaling
ENSG00000137267,R-HSA-9833482,PKR-mediated signaling
ENSG00000137285,R-HSA-9833482,PKR-mediated signaling
ENSG00000176014,R-HSA-9833482,PKR-mediated signaling
ENSG00000188229,R-HSA-114608,Platelet degranulation 
ENSG00000101162,R-HSA-114608,Platelet degranulation 
ENSG00000198033,R-HSA-114608,Platelet degranulation 
ENSG00000127824,R-HSA-114608,Platelet degranulation 
ENSG00000258947,R-HSA-114608,Platelet degranulation 
ENSG00000167552,R-HSA-114608,Platelet degranulation 
ENSG00000104833,R-HSA-114608,Platelet degranulation 
ENSG00000261456,R-HSA-114608,Platelet degranulation 
ENSG00000227739,R-HSA-114608,Platelet degranulation 
ENSG00000229684,R-HSA-114608,Platelet degranulation 
ENSG00000224156,R-HSA-114608,Platelet degranulation 
ENSG00000232421,R-HSA-114608,Platelet degranulation 
ENSG00000196230,R-HSA-114608,Platelet degranulation 
ENSG00000235067,R-HSA-114608,Platelet degranulation 
ENSG00000183311,R-HSA-114608,Platelet degranulation 
ENSG00000232575,R-HSA-114608,Platelet degranulation 
ENSG00000123416,R-HSA-114608,Platelet degranulation 
ENSG00000167553,R-HSA-114608,Platelet degranulation 
ENSG00000152086,R-HSA-114608,Platelet degranulation 
ENSG00000137267,R-HSA-114608,Platelet degranulation 
ENSG00000137285,R-HSA-114608,Platelet degranulation 
ENSG00000176014,R-HSA-114608,Platelet degranulation 
ENSG00000188229,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000101162,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000198033,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000127824,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000258947,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000167552,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000104833,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000261456,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000227739,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000229684,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000224156,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000232421,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000196230,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000235067,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000183311,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000232575,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000123416,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000167553,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000152086,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000137267,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000137285,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000176014,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000188229,R-HSA-9013407,RHOH GTPase cycle
ENSG00000101162,R-HSA-9013407,RHOH GTPase cycle
ENSG00000198033,R-HSA-9013407,RHOH GTPase cycle
ENSG00000127824,R-HSA-9013407,RHOH GTPase cycle
ENSG00000258947,R-HSA-9013407,RHOH GTPase cycle
ENSG00000167552,R-HSA-9013407,RHOH GTPase cycle
ENSG00000104833,R-HSA-9013407,RHOH GTPase cycle
ENSG00000261456,R-HSA-9013407,RHOH GTPase cycle
ENSG00000227739,R-HSA-9013407,RHOH GTPase cycle
ENSG00000229684,R-HSA-9013407,RHOH GTPase cycle
ENSG00000224156,R-HSA-9013407,RHOH GTPase cycle
ENSG00000232421,R-HSA-9013407,RHOH GTPase cycle
ENSG00000196230,R-HSA-9013407,RHOH GTPase cycle
ENSG00000235067,R-HSA-9013407,RHOH GTPase cycle
ENSG00000183311,R-HSA-9013407,RHOH GTPase cycle
ENSG00000232575,R-HSA-9013407,RHOH GTPase cycle
ENSG00000123416,R-HSA-9013407,RHOH GTPase cycle
ENSG00000167553,R-HSA-9013407,RHOH GTPase cycle
ENSG00000152086,R-HSA-9013407,RHOH GTPase cycle
ENSG00000137267,R-HSA-9013407,RHOH GTPase cycle
ENSG00000137285,R-HSA-9013407,RHOH GTPase cycle
ENSG00000176014,R-HSA-9013407,RHOH GTPase cycle
ENSG00000151067,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion"
ENSG00000285479,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion"
ENSG00000081248,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion"
ENSG00000157388,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion"
ENSG00000102001,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion"
ENSG00000151067,R-HSA-419037,NCAM1 interactions
ENSG00000285479,R-HSA-419037,NCAM1 interactions
ENSG00000081248,R-HSA-419037,NCAM1 interactions
ENSG00000157388,R-HSA-419037,NCAM1 interactions
ENSG00000102001,R-HSA-419037,NCAM1 interactions
ENSG00000151067,R-HSA-422356,Regulation of insulin secretion
ENSG00000285479,R-HSA-422356,Regulation of insulin secretion
ENSG00000081248,R-HSA-422356,Regulation of insulin secretion
ENSG00000157388,R-HSA-422356,Regulation of insulin secretion
ENSG00000102001,R-HSA-422356,Regulation of insulin secretion
ENSG00000151067,R-HSA-5576892,Phase 0 - rapid depolarisation
ENSG00000285479,R-HSA-5576892,Phase 0 - rapid depolarisation
ENSG00000081248,R-HSA-5576892,Phase 0 - rapid depolarisation
ENSG00000157388,R-HSA-5576892,Phase 0 - rapid depolarisation
ENSG00000102001,R-HSA-5576892,Phase 0 - rapid depolarisation
ENSG00000151067,R-HSA-5576893,Phase 2 - plateau phase
ENSG00000285479,R-HSA-5576893,Phase 2 - plateau phase
ENSG00000081248,R-HSA-5576893,Phase 2 - plateau phase
ENSG00000157388,R-HSA-5576893,Phase 2 - plateau phase
ENSG00000102001,R-HSA-5576893,Phase 2 - plateau phase
ENSG00000151067,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea
ENSG00000285479,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea
ENSG00000081248,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea
ENSG00000157388,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea
ENSG00000102001,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea
ENSG00000061918,R-HSA-392154,Nitric oxide stimulates guanylate cyclase
ENSG00000152402,R-HSA-392154,Nitric oxide stimulates guanylate cyclase
ENSG00000164116,R-HSA-392154,Nitric oxide stimulates guanylate cyclase
ENSG00000061918,R-HSA-445355,Smooth Muscle Contraction
ENSG00000152402,R-HSA-445355,Smooth Muscle Contraction
ENSG00000164116,R-HSA-445355,Smooth Muscle Contraction
ENSG00000106348,R-HSA-6798695,Neutrophil degranulation
ENSG00000178035,R-HSA-6798695,Neutrophil degranulation
ENSG00000106348,R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis
ENSG00000178035,R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis
ENSG00000106348,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000178035,R-HSA-9679191,Potential therapeutics for SARS
ENSG00000106348,R-HSA-9748787,Azathioprine ADME
ENSG00000178035,R-HSA-9748787,Azathioprine ADME
ENSG00000043591,R-HSA-390696,Adrenoceptors
ENSG00000043591,R-HSA-418555,G alpha (s) signalling events
ENSG00000118432,R-HSA-373076,Class A/1 (Rhodopsin-like receptors)
ENSG00000118432,R-HSA-418594,G alpha (i) signalling events
ENSG00000144891,R-HSA-375276,Peptide ligand-binding receptors
ENSG00000144891,R-HSA-416476,G alpha (q) signalling events
ENSG00000144891,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis
ENSG00000144891,R-HSA-8856828,Clathrin-mediated endocytosis
ENSG00000112038,R-HSA-111885,Opioid Signalling
ENSG00000112038,R-HSA-202040,G-protein activation
ENSG00000112038,R-HSA-375276,Peptide ligand-binding receptors
ENSG00000112038,R-HSA-418594,G alpha (i) signalling events
ENSG00000112038,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling
ENSG00000112038,R-HSA-9022699,MECP2 regulates neuronal receptors and channels
ENSG00000132170,R-HSA-1989781,PPARA activates gene expression
ENSG00000132170,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation
ENSG00000132170,R-HSA-383280,Nuclear Receptor transcription pathway
ENSG00000132170,R-HSA-4090294,SUMOylation of intracellular receptors
ENSG00000132170,R-HSA-8943724,Regulation of PTEN gene transcription
ENSG00000132170,R-HSA-9022707,MECP2 regulates transcription factors
ENSG00000132170,R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis
ENSG00000132170,R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2
ENSG00000196557,R-HSA-419037,NCAM1 interactions
ENSG00000153956,R-HSA-419037,NCAM1 interactions
ENSG00000157445,R-HSA-419037,NCAM1 interactions
ENSG00000007402,R-HSA-419037,NCAM1 interactions
ENSG00000141837,R-HSA-419037,NCAM1 interactions
ENSG00000148408,R-HSA-419037,NCAM1 interactions
ENSG00000006283,R-HSA-419037,NCAM1 interactions
ENSG00000151062,R-HSA-419037,NCAM1 interactions
ENSG00000284953,R-HSA-419037,NCAM1 interactions
ENSG00000100346,R-HSA-419037,NCAM1 interactions
ENSG00000198216,R-HSA-419037,NCAM1 interactions
ENSG00000182389,R-HSA-419037,NCAM1 interactions
ENSG00000165995,R-HSA-419037,NCAM1 interactions
ENSG00000067191,R-HSA-419037,NCAM1 interactions
ENSG00000167535,R-HSA-419037,NCAM1 interactions
ENSG00000105605,R-HSA-419037,NCAM1 interactions
ENSG00000075429,R-HSA-419037,NCAM1 interactions
ENSG00000166862,R-HSA-419037,NCAM1 interactions
ENSG00000075461,R-HSA-419037,NCAM1 interactions
ENSG00000142408,R-HSA-419037,NCAM1 interactions
ENSG00000006116,R-HSA-419037,NCAM1 interactions
ENSG00000130433,R-HSA-419037,NCAM1 interactions
ENSG00000108878,R-HSA-419037,NCAM1 interactions
ENSG00000196557,R-HSA-445355,Smooth Muscle Contraction
ENSG00000153956,R-HSA-445355,Smooth Muscle Contraction
ENSG00000151067,R-HSA-445355,Smooth Muscle Contraction
ENSG00000285479,R-HSA-445355,Smooth Muscle Contraction
ENSG00000157445,R-HSA-445355,Smooth Muscle Contraction
ENSG00000081248,R-HSA-445355,Smooth Muscle Contraction
ENSG00000007402,R-HSA-445355,Smooth Muscle Contraction
ENSG00000157388,R-HSA-445355,Smooth Muscle Contraction
ENSG00000141837,R-HSA-445355,Smooth Muscle Contraction
ENSG00000148408,R-HSA-445355,Smooth Muscle Contraction
ENSG00000006283,R-HSA-445355,Smooth Muscle Contraction
ENSG00000151062,R-HSA-445355,Smooth Muscle Contraction
ENSG00000284953,R-HSA-445355,Smooth Muscle Contraction
ENSG00000100346,R-HSA-445355,Smooth Muscle Contraction
ENSG00000102001,R-HSA-445355,Smooth Muscle Contraction
ENSG00000198216,R-HSA-445355,Smooth Muscle Contraction
ENSG00000182389,R-HSA-445355,Smooth Muscle Contraction
ENSG00000165995,R-HSA-445355,Smooth Muscle Contraction
ENSG00000067191,R-HSA-445355,Smooth Muscle Contraction
ENSG00000167535,R-HSA-445355,Smooth Muscle Contraction
ENSG00000105605,R-HSA-445355,Smooth Muscle Contraction
ENSG00000075429,R-HSA-445355,Smooth Muscle Contraction
ENSG00000166862,R-HSA-445355,Smooth Muscle Contraction
ENSG00000075461,R-HSA-445355,Smooth Muscle Contraction
ENSG00000142408,R-HSA-445355,Smooth Muscle Contraction
ENSG00000006116,R-HSA-445355,Smooth Muscle Contraction
ENSG00000130433,R-HSA-445355,Smooth Muscle Contraction
ENSG00000108878,R-HSA-445355,Smooth Muscle Contraction
ENSG00000196557,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000153956,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000151067,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000285479,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000157445,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000081248,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000007402,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000157388,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000141837,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000148408,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000006283,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000151062,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000284953,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000100346,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000102001,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000198216,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000182389,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000165995,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000067191,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000167535,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000105605,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000075429,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000166862,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000075461,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000142408,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000006116,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000130433,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000108878,R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
ENSG00000196557,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion"
ENSG00000153956,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion"
ENSG00000157445,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion"
ENSG00000007402,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion"
ENSG00000141837,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion"
ENSG00000148408,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion"
ENSG00000006283,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion"
ENSG00000151062,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion"
